antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'S18'}),frozenset({'S22'}),0.6557142857142857,0.67,0.44142857142857145,0.673202614379085,1.004780021461321,1.0,0.0020999999999999908,1.0098,0.013817830238085582,0.4991922455573507,0.009704892057833269,0.6660256142257899
frozenset({'S24'}),frozenset({'S18'}),0.6314285714285715,0.6557142857142857,0.42,0.665158371040724,1.0144027445065507,1.0,0.005963265306122456,1.028204633204633,0.03852238569846548,0.48434925864909384,0.027430953230318585,0.6528406234288586
frozenset({'S18'}),frozenset({'S24'}),0.6557142857142857,0.6314285714285715,0.42,0.6405228758169934,1.0144027445065507,1.0,0.005963265306122456,1.0252987012987012,0.041239732407485866,0.48434925864909384,0.024674469270912294,0.6528406234288586
frozenset({'S18'}),frozenset({'S33'}),0.6557142857142857,0.6085714285714285,0.4042857142857143,0.6165577342047931,1.0131230374257163,1.0,0.005236734693877587,1.0208279220779224,0.03762297846135826,0.47009966777408646,0.020402970596186815,0.6404384915155421
frozenset({'S33'}),frozenset({'S18'}),0.6085714285714285,0.6557142857142857,0.4042857142857143,0.6643192488262911,1.0131230374257163,1.0,0.005236734693877587,1.0256343656343658,0.03309174382915088,0.47009966777408646,0.024993668790057252,0.6404384915155421
frozenset({'S38'}),frozenset({'S18'}),0.62,0.6557142857142857,0.4085714285714286,0.6589861751152074,1.0049898095438894,1.0,0.002028571428571435,1.0095945945945948,0.01306588148693416,0.471169686985173,0.00950341319769792,0.6410399285162094
frozenset({'S18'}),frozenset({'S38'}),0.6557142857142857,0.62,0.4085714285714286,0.6230936819172114,1.0049898095438894,1.0,0.002028571428571435,1.0082080924855492,0.014421263383919032,0.471169686985173,0.008141268203187835,0.6410399285162094
frozenset({'S18'}),frozenset({'S43'}),0.6557142857142857,0.6514285714285715,0.42857142857142855,0.6535947712418301,1.0033253067308794,1.0,0.0014204081632652743,1.006253369272237,0.009626556016597294,0.4878048780487805,0.006214507660987807,0.6557447540419676
frozenset({'S43'}),frozenset({'S18'}),0.6514285714285715,0.6557142857142857,0.42857142857142855,0.6578947368421052,1.0033253067308794,1.0,0.0014204081632652743,1.0063736263736263,0.009508196721311262,0.4878048780487805,0.006333260537235076,0.6557447540419676
frozenset({'S18'}),frozenset({'S46'}),0.6557142857142857,0.6457142857142857,0.43142857142857144,0.6579520697167757,1.0189523203578386,1.0,0.00802448979591841,1.0357779799818019,0.054024346679124244,0.4958949096880132,0.03454213226509269,0.6630468313185649
frozenset({'S46'}),frozenset({'S18'}),0.6457142857142857,0.6557142857142857,0.43142857142857144,0.668141592920354,1.0189523203578383,1.0,0.00802448979591841,1.0374476190476192,0.05249946592608445,0.4958949096880132,0.036095913046671486,0.6630468313185649
frozenset({'S18'}),frozenset({'S49'}),0.6557142857142857,0.67,0.4542857142857143,0.6928104575163399,1.0340454589796118,1.0,0.014957142857142836,1.074255319148936,0.09563141000548017,0.5213114754098361,0.06912259853436307,0.6854244185236283
frozenset({'S49'}),frozenset({'S18'}),0.67,0.6557142857142857,0.4542857142857143,0.6780383795309168,1.0340454589796118,1.0,0.014957142857142836,1.069337748344371,0.0997712978845053,0.5213114754098361,0.0648417662723726,0.6854244185236283
frozenset({'S52'}),frozenset({'S18'}),0.6428571428571429,0.6557142857142857,0.42428571428571427,0.6599999999999999,1.0065359477124183,1.0,0.002755102040816304,1.0126050420168065,0.018181818181818035,0.4852941176470588,0.012448132780082813,0.6535294117647059
frozenset({'S18'}),frozenset({'S52'}),0.6557142857142857,0.6428571428571429,0.42428571428571427,0.6470588235294118,1.0065359477124183,1.0,0.002755102040816304,1.0119047619047619,0.018860807242549828,0.4852941176470588,0.011764705882352901,0.6535294117647059
frozenset({'S53'}),frozenset({'S18'}),0.6185714285714285,0.6557142857142857,0.4057142857142857,0.6558891454965358,1.0002666706918846,1.0,0.00010816326530610487,1.0005081495685522,0.0006989502558420555,0.46710526315789475,0.0005078914837138953,0.6373127644694008
