support,itemsets
0.3657142857142857,"['S1', 'S35']"
0.41,"['S1', 'S36']"
0.4328571428571429,"['S1', 'S37']"
0.41714285714285715,"['S1', 'S38']"
0.4614285714285714,"['S1', 'S39']"
0.41714285714285715,"['S1', 'S40']"
0.43,"['S1', 'S41']"
0.47,"['S1', 'S42']"
0.4357142857142857,"['S1', 'S43']"
0.4114285714285714,"['S1', 'S44']"
0.42714285714285716,"['S1', 'S45']"
0.44285714285714284,"['S1', 'S46']"
0.4514285714285714,"['S1', 'S47']"
0.4442857142857143,"['S1', 'S48']"
0.45,"['S1', 'S49']"
0.4342857142857143,"['S1', 'S50']"
0.41714285714285715,"['S1', 'S51']"
0.42428571428571427,"['S1', 'S52']"
0.4185714285714286,"['S1', 'S53']"
0.44,"['S1', 'S54']"
0.4357142857142857,"['S1', 'S55']"
0.43714285714285717,"['S1', 'S56']"
0.4442857142857143,"['S1', 'S57']"
0.4642857142857143,"['S1', 'S58']"
0.3457142857142857,"['S1', 'S59']"
0.4114285714285714,"['S3', 'S2']"
0.4442857142857143,"['S4', 'S2']"
0.4157142857142857,"['S5', 'S2']"
0.4157142857142857,"['S6', 'S2']"
0.4342857142857143,"['S7', 'S2']"
0.44571428571428573,"['S8', 'S2']"
0.42857142857142855,"['S9', 'S2']"
0.4257142857142857,"['S10', 'S2']"
0.44857142857142857,"['S11', 'S2']"
0.42714285714285716,"['S12', 'S2']"
0.45285714285714285,"['S13', 'S2']"
0.4042857142857143,"['S14', 'S2']"
0.40714285714285714,"['S15', 'S2']"
0.3242857142857143,"['S2', 'S16']"
0.44285714285714284,"['S17', 'S2']"
0.43714285714285717,"['S18', 'S2']"
0.42857142857142855,"['S2', 'S21']"
0.44142857142857145,"['S22', 'S2']"
0.4085714285714286,"['S23', 'S2']"
0.4142857142857143,"['S24', 'S2']"
0.4328571428571429,"['S25', 'S2']"
0.32142857142857145,"['S26', 'S2']"
0.41285714285714287,"['S28', 'S2']"
0.41714285714285715,"['S31', 'S2']"
0.40714285714285714,"['S2', 'S32']"
0.4085714285714286,"['S2', 'S33']"
0.32857142857142857,"['S34', 'S2']"
0.36142857142857143,"['S35', 'S2']"
0.41,"['S36', 'S2']"
0.42,"['S37', 'S2']"
0.4042857142857143,"['S38', 'S2']"
0.45285714285714285,"['S39', 'S2']"
0.4157142857142857,"['S40', 'S2']"
0.41285714285714287,"['S2', 'S41']"
0.46,"['S42', 'S2']"
0.4257142857142857,"['S2', 'S43']"
0.43,"['S44', 'S2']"
0.41,"['S45', 'S2']"
0.4157142857142857,"['S46', 'S2']"
0.44,"['S47', 'S2']"
0.42142857142857143,"['S2', 'S48']"
0.44,"['S2', 'S49']"
0.4257142857142857,"['S50', 'S2']"
0.40714285714285714,"['S2', 'S51']"
0.42714285714285716,"['S52', 'S2']"
0.40285714285714286,"['S53', 'S2']"
0.41714285714285715,"['S54', 'S2']"
0.4114285714285714,"['S2', 'S55']"
0.42142857142857143,"['S56', 'S2']"
0.42428571428571427,"['S57', 'S2']"
0.4614285714285714,"['S58', 'S2']"
0.33714285714285713,"['S59', 'S2']"
0.4085714285714286,"['S3', 'S4']"
0.39,"['S5', 'S3']"
0.4014285714285714,"['S3', 'S6']"
0.37714285714285717,"['S3', 'S7']"
0.4042857142857143,"['S3', 'S8']"
0.39285714285714285,"['S3', 'S9']"
0.39285714285714285,"['S3', 'S10']"
0.4114285714285714,"['S3', 'S11']"
0.39714285714285713,"['S3', 'S12']"
0.41,"['S3', 'S13']"
0.38571428571428573,"['S14', 'S3']"
0.3628571428571429,"['S3', 'S15']"
0.4142857142857143,"['S17', 'S3']"
0.41,"['S3', 'S18']"
0.41,"['S3', 'S21']"
0.4228571428571429,"['S22', 'S3']"
0.37,"['S3', 'S23']"
0.39,"['S3', 'S24']"
0.3942857142857143,"['S3', 'S25']"
0.39714285714285713,"['S28', 'S3']"
0.39571428571428574,"['S31', 'S3']"
0.35,"['S3', 'S32']"
0.37,"['S3', 'S33']"
0.3142857142857143,"['S34', 'S3']"
0.3514285714285714,"['S35', 'S3']"
0.3871428571428571,"['S36', 'S3']"
0.4185714285714286,"['S3', 'S37']"
0.36714285714285716,"['S3', 'S38']"
0.43,"['S3', 'S39']"
0.38857142857142857,"['S3', 'S40']"
